"","ohi_rgn","species","prop","rgn_typ","rgn_nam","stockid","tsn","commonname","areaid","stocklong.x","region","inmyersdb","myersstockid","OHI_name","FAO","check","assessid","stocklong.y","tsid","tsyear","tsvalue"
"2849",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",1993,0.872
"2850",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",1994,0.854
"2851",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",1995,0.822
"2852",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",1996,0.806
"2853",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",1997,0.798
"2854",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",1998,0.8
"2855",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",1999,0.812
"2856",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",2000,0.816
"2857",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",2001,0.822
"2858",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",2002,0.832
"2859",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",2003,0.843
"2860",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",2004,0.873
"2861",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",2005,0.885
"2862",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",2006,0.932
"2863",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",2007,0.978
"2864",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",2008,1.02
"2865",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",2009,1.08
"2866",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",2010,1.11
"2867",163,"Sphyrna tiburo",0.176027793862189,"eez","United States","BHEADSHARATL",160502,"Bonnethead shark","USA-NMFS-ATL","Bonnethead shark Atlantic","Atlantic Ocean",0,NA,"United States",67,"","SEFSC-BHEADSHARATL-1950-2011-HIVELY","Bonnethead shark Atlantic","BdivBmsytouse-dimensionless",2011,1.16
"2868",164,"Sphyrna tiburo",0.00694846554719166,"eez","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2869",166,"Sphyrna tiburo",0.0115807759119861,"eez","Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870",167,"Sphyrna tiburo",0.0121598147075854,"eez","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2871",168,"Sphyrna tiburo",0.0150550086855819,"eez","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2872",169,"Sphyrna tiburo",0.0121598147075854,"eez","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873",171,"Sphyrna tiburo",0.175448755066589,"eez","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874",172,"Sphyrna tiburo",0.00405327156919514,"eez","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2875",173,"Sphyrna tiburo",0.013317892298784,"eez","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876",221,"Sphyrna tiburo",0.000579038795599305,"eez","Northern Saint-Martin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877",224,"Sphyrna tiburo",0.0272148233931673,"eez","Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878",244,"Sphyrna tiburo",0.00115807759119861,"eez","Curaçao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879",245,"Sphyrna tiburo",0.00115807759119861,"eez","Bonaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880",248,"Sphyrna tiburo",0.00231615518239722,"eez","Saba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2881",250,"Sphyrna tiburo",0.00115807759119861,"eez","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2882",261,"Sphyrna tiburo",0.000579038795599305,"fao","Atlantic, Northwest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883",266,"Sphyrna tiburo",0.00231615518239722,"fao","Atlantic, Southwest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884",277,"Sphyrna tiburo",0.00231615518239722,"fao","Pacific, Southeast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885",55,"Solea solea",0.00120481927710843,"eez","Azores",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886",56,"Solea solea",0.000602409638554217,"eez","Cape Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887",57,"Solea solea",0.000602409638554217,"eez","Madeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2888",58,"Solea solea",0.00542168674698795,"eez","Canary Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889",59,"Solea solea",0.00120481927710843,"eez","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890",60,"Solea solea",0.000602409638554217,"eez","Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2891",61,"Solea solea",0.0240963855421687,"eez","Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892",62,"Solea solea",0.0295180722891566,"eez","Morocco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893",63,"Solea solea",0.0174698795180723,"eez","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894",64,"Solea solea",0.000602409638554217,"eez","Mauritania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2895",65,"Solea solea",0.00180722891566265,"eez","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896",66,"Solea solea",0.00421686746987952,"eez","Senegal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897",67,"Solea solea",0.0295180722891566,"eez","Libya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898",68,"Solea solea",0.0036144578313253,"eez","Malta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2899",71,"Solea solea",0.00421686746987952,"eez","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2900",72,"Solea solea",0.0072289156626506,"eez","Romania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2901",75,"Solea solea",0.0307228915662651,"eez","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2902",76,"Solea solea",0.0433734939759036,"eez","Turkey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903",77,"Solea solea",0.00120481927710843,"eez","Syria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904",78,"Solea solea",0.00301204819277108,"eez","Lebanon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2905",79,"Solea solea",0.0036144578313253,"eez","Israel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2906",80,"Solea solea",0.0662650602409639,"eez","Greece",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2907",81,"Solea solea",0.0072289156626506,"eez","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2908",82,"Solea solea",0.00301204819277108,"eez","Albania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2909",84,"Solea solea",0.0114457831325301,"eez","Algeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2910",141,"Solea solea",0.0108433734939759,"eez","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2911",143,"Solea solea",0.027710843373494,"eez","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2912",175,"Solea solea",0.0349397590361446,"eez","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2913",176,"Solea solea",0.0192771084337349,"eez","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2914",177,"Solea solea",0.0246987951807229,"eez","Netherlands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915",178,"Solea solea",0.00120481927710843,"eez","Poland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2916",179,"Solea solea",0.0590361445783133,"eez","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2917",180,"Solea solea",0.198192771084337,"eez","United Kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2918",181,"Solea solea",0.0596385542168675,"eez","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2919",182,"Solea solea",0.0481927710843374,"eez","Spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2920",183,"Solea solea",0.0108433734939759,"eez","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2921",184,"Solea solea",0.0795180722891566,"eez","Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2922",186,"Solea solea",0.00180722891566265,"eez","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2923",187,"Solea solea",0.0174698795180723,"eez","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2924",188,"Solea solea",0.000602409638554217,"eez","Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2925",193,"Solea solea",0.000602409638554217,"eez","Guinea Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2926",214,"Solea solea",0.0162650602409639,"eez","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2927",222,"Solea solea",0.00903614457831325,"eez","Sweden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2928",223,"Solea solea",0.0740963855421687,"eez","Norway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2929",228,"Solea solea",0.00301204819277108,"eez","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2930",262,"Solea solea",0.00120481927710843,"fao","Atlantic, Northeast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2931",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1945,2.08
"2932",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1946,2.08
"2933",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1947,2.08
"2934",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1948,2.06
"2935",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1949,2.01
"2936",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1950,2.01
"2937",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1951,2.03
"2938",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1952,2.03
"2939",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1953,2.04
"2940",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1954,2.05
"2941",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1955,2.05
"2942",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1956,2.05
"2943",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1957,2.05
"2944",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1958,2.05
"2945",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1959,2.04
"2946",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1960,2.02
"2947",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1961,1.99
"2948",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1962,2.02
"2949",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1963,2.03
"2950",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1964,2.02
"2951",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1965,2.01
"2952",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1966,2
"2953",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1967,1.99
"2954",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1968,2
"2955",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1969,2
"2956",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1970,1.99
"2957",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1971,1.97
"2958",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1972,1.98
"2959",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1973,1.98
"2960",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1974,1.96
"2961",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1975,1.93
"2962",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1976,1.95
"2963",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1977,1.9
"2964",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1978,1.86
"2965",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1979,1.85
"2966",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1980,1.78
"2967",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1981,1.72
"2968",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1982,1.61
"2969",16,"Sillago flindersi",1,"eez","Australia","SWHITSE",646043,"School whiting","Australia-AFMA-SE","School whiting Southeast Australia","Australia",0,"","Australia",81,"","CSIRO-SWHITSE-1945-2007-FULTON","School whiting Southeast Australia","BdivBmsytouse-dimensionless",1983,1.48
